65	0	43
65	83	195
65	83	52
65	83	49
65	83	42
65	83	249
65	0	35
65	83	196
65	83	194
65	83	303
64	0	43
64	83	195
64	83	52
64	83	49
64	83	42
64	83	249
64	0	35
64	83	196
64	83	194
64	83	303
34	36	43
34	93	195
34	93	52
34	1	65
34	1	64
34	93	42
34	93	49
34	85	133
34	85	397
34	85	16
34	14	18
34	64	235
34	14	21
34	14	17
34	14	63
34	14	78
34	93	249
34	14	74
34	14	79
34	14	12
34	14	5
34	90	140
34	14	71
34	85	322
34	36	35
34	14	61
34	14	72
34	14	62
34	90	189
34	90	15
34	90	20
34	90	190
34	14	167
34	14	260
34	61	137
34	61	285
34	14	247
34	14	20
34	14	261
34	14	246
34	85	427
34	85	154
34	85	390
34	85	223
34	85	18
34	85	229
34	85	238
34	85	335
34	85	228
59	36	43
59	93	195
59	1	65
59	1	64
59	93	52
59	93	49
59	93	42
59	93	249
59	36	35
59	14	18
59	14	21
59	14	17
59	14	78
59	14	63
59	14	74
59	64	235
59	14	12
59	14	5
59	14	79
59	14	71
59	14	61
59	14	72
59	14	62
59	14	167
59	14	20
59	14	260
59	14	247
59	1	132
59	14	246
59	14	261
59	93	196
59	14	60
59	177	12
59	177	5
59	93	194
59	14	73
59	81	195
59	81	52
59	93	303
0	11	94
0	11	90
0	36	43
0	93	195
0	1	65
0	1	64
0	93	52
0	93	49
0	93	42
0	16	109
0	16	90
0	18	90
0	2	94
0	2	90
0	13	84
0	6	137
0	6	136
0	6	134
0	6	2
0	9	137
0	9	69
0	9	136
0	12	94
0	12	90
0	35	90
0	35	94
0	98	94
0	98	90
0	6	133
0	12	20
0	35	20
0	31	323
0	121	37
0	121	0
0	121	39
0	121	187
0	9	134
0	9	2
0	85	133
0	85	397
0	85	16
0	98	20
0	61	137
0	61	285
0	14	18
0	6	135
0	14	21
0	14	17
0	57	90
0	57	109
0	93	249
0	61	203
0	61	134
0	61	2
0	121	186
0	61	50
0	14	63
0	20	109
0	20	90
0	68	68
0	68	39
0	68	37
0	68	0
0	2	20
0	2	9
0	14	78
0	64	235
0	121	148
0	31	139
0	90	140
0	36	35
0	14	74
0	68	69
0	14	79
0	14	12
0	14	5
0	30	121
0	90	189
0	90	15
0	90	190
0	90	20
0	75	54
0	14	61
0	14	71
0	30	120
0	86	94
0	86	90
0	70	90
0	6	16
0	14	72
0	31	399
0	14	62
0	85	322
0	14	167
0	14	20
0	85	238
0	85	335
0	85	427
0	85	154
0	85	390
0	85	223
0	85	18
0	85	229
0	85	228
0	11	20
0	11	9
0	14	260
0	102	20
0	102	90
0	14	247
0	38	326
0	61	32
0	69	137
0	69	285
0	81	195
0	14	246
0	14	60
0	14	261
0	69	203
0	81	52
0	69	134
0	69	2
0	14	73
0	68	67
0	69	50
0	102	52
0	81	49
0	121	67
0	23	90
0	23	109
0	84	137
0	84	136
0	54	203
0	54	134
0	54	137
0	54	2
0	84	69
0	14	168
0	46	16
0	30	35
0	46	46
0	46	166
0	46	133
0	46	165
0	46	18
0	46	157
0	54	50
0	14	16
0	1	132
0	212	90
0	14	174
0	102	49
0	93	196
0	46	251
0	61	16
0	9	32
0	9	57
0	84	134
0	84	2
0	177	12
0	177	5
0	6	154
0	68	10
0	121	2
0	93	194
0	102	92
0	102	139
0	14	171
0	102	444
0	102	407
0	121	57
0	86	20
0	86	9
0	93	303
3	36	43
3	93	195
3	1	65
3	1	64
3	93	52
3	93	49
3	93	42
3	93	249
3	36	35
3	14	18
3	14	21
3	14	17
3	14	63
3	14	78
3	14	74
3	14	12
3	14	5
3	64	235
3	14	79
3	14	71
3	14	72
3	14	61
3	1	132
32	36	43
32	93	195
32	93	52
32	93	49
32	1	65
32	1	64
32	93	42
32	61	137
32	61	285
32	64	235
32	61	203
32	61	134
32	61	2
32	85	133
32	85	397
32	85	16
32	61	50
32	14	18
32	14	21
32	14	17
32	85	322
32	14	63
32	14	78
32	38	326
32	69	137
32	14	74
32	69	285
32	14	12
32	14	5
32	14	79
32	69	203
32	14	71
32	69	134
32	69	2
32	14	61
32	69	50
32	14	72
32	90	140
32	14	62
32	61	32
32	81	195
32	81	52
32	14	167
32	90	189
32	90	15
32	90	20
32	90	190
32	81	49
32	14	20
32	14	247
32	14	260
32	85	427
32	85	154
32	85	390
32	85	223
32	85	18
32	85	229
32	85	238
32	85	335
32	85	228
32	14	246
32	36	35
32	93	249
32	14	261
32	14	60
57	36	43
57	93	195
57	93	52
57	1	65
57	1	64
57	93	49
57	93	42
57	64	235
57	14	18
57	14	21
57	14	17
57	14	63
57	14	78
57	14	12
57	14	74
57	14	5
57	36	35
57	93	249
57	14	79
57	14	71
57	14	61
57	14	72
57	81	195
57	14	62
57	81	52
57	14	167
57	81	49
57	14	20
57	14	260
57	14	247
57	11	94
57	11	90
57	14	261
57	14	246
57	14	60
57	177	12
57	177	5
57	18	90
57	2	94
57	2	90
57	14	174
57	13	84
57	14	168
87	36	43
87	93	195
87	1	65
87	1	64
87	93	52
87	93	49
87	93	42
56	36	43
56	93	195
56	1	65
56	1	64
56	93	52
56	93	49
56	93	42
56	93	249
56	36	35
56	14	18
56	14	21
56	14	17
56	14	78
56	14	63
56	64	235
56	14	74
56	14	12
56	14	5
56	14	79
56	14	71
56	14	61
56	14	72
56	14	62
56	14	20
56	14	167
56	14	247
56	14	260
56	14	246
56	1	132
56	14	60
56	14	261
56	85	397
56	85	16
56	85	133
56	93	196
56	177	12
56	177	5
56	93	194
56	14	73
56	14	168
56	81	195
56	14	16
56	14	174
56	81	52
56	93	303
84	13	84
84	11	94
84	11	90
84	18	90
84	2	94
84	2	90
84	2	20
84	2	9
84	86	94
84	86	90
84	70	90
84	11	20
84	11	9
86	11	94
86	11	90
86	18	90
86	2	94
86	2	90
86	13	84
86	2	20
86	2	9
86	86	94
86	86	90
86	70	90
86	11	20
86	11	9
86	54	203
86	54	134
86	54	137
86	54	2
86	212	90
86	46	16
86	46	46
86	46	166
86	46	133
86	46	165
86	46	18
86	46	157
86	54	50
86	46	251
86	86	20
86	86	9
2	5	0
2	5	39
2	5	37
2	5	67
2	62	37
2	62	0
2	62	39
2	11	94
2	11	90
2	64	235
2	18	90
2	2	94
2	2	90
2	62	67
39	11	94
39	11	90
39	16	109
39	16	90
39	18	90
39	2	94
39	2	90
39	13	84
39	6	137
39	6	136
39	6	134
39	6	2
39	9	137
39	9	69
39	9	136
39	12	94
39	12	90
39	35	90
39	35	94
39	98	94
39	98	90
39	6	133
39	12	20
39	35	20
39	31	323
39	121	37
39	121	0
39	121	39
39	121	187
39	9	134
39	9	2
39	98	20
39	61	137
39	61	285
39	6	135
39	57	90
39	57	109
39	61	203
39	61	134
39	61	2
39	121	186
39	61	50
39	20	109
39	20	90
39	68	68
39	68	39
39	68	37
39	68	0
39	2	20
39	2	9
39	121	148
39	31	139
39	85	133
39	85	397
39	85	16
39	90	140
39	68	69
39	90	189
39	90	15
39	90	20
39	90	190
39	86	94
39	86	90
39	70	90
39	6	16
39	31	399
39	11	20
39	11	9
39	102	20
39	102	90
39	38	326
39	61	32
39	69	137
39	69	285
39	69	203
39	69	134
39	69	2
39	68	67
39	69	50
39	102	52
39	121	67
39	23	90
39	23	109
39	84	137
39	84	136
39	54	203
39	54	134
39	54	137
39	54	2
39	84	69
39	46	16
39	46	46
39	46	166
39	46	133
39	46	165
39	46	18
39	46	157
