76	9	165
76	9	67
76	8	3
76	8	73
76	8	6
76	8	4
76	8	7
76	8	32
76	8	158
76	8	86
76	8	153
76	8	38
76	8	154
76	9	277
76	20	270
76	20	193
76	20	195
76	20	171
76	20	67
76	20	44
76	20	197
76	20	468
76	8	42
76	8	0
76	8	171
76	8	5
76	8	155
76	23	95
76	8	156
76	8	2
76	8	1
76	9	32
76	8	170
76	8	67
76	70	115
76	8	74
76	8	11
76	8	30
76	8	196
76	8	72
76	8	109
76	20	216
76	8	15
76	8	55
76	8	459
76	8	176
76	8	128
76	8	197
76	8	195
76	9	169
76	25	67
76	62	58
76	62	55
76	62	87
76	62	88
76	8	75
76	8	63
16	9	67
16	9	165
16	8	73
16	8	6
16	8	4
16	8	7
16	8	3
16	8	32
16	8	158
16	8	86
16	20	270
16	20	193
16	20	195
16	20	171
16	20	67
16	20	44
16	20	197
16	20	468
16	8	153
16	8	38
16	8	154
16	8	0
16	8	42
16	8	171
16	70	115
16	9	277
16	8	5
16	8	156
16	8	155
16	8	2
16	8	67
16	8	74
16	8	11
16	8	170
16	9	32
16	8	1
16	8	30
16	8	196
16	8	72
16	8	55
16	8	15
16	8	176
16	8	109
16	8	128
16	83	115
16	9	169
16	8	197
16	8	459
16	25	67
16	8	195
16	20	216
16	8	141
16	8	63
16	8	75
16	8	20
16	8	275
16	25	169
16	25	168
16	25	156
16	25	155
16	25	32
16	25	117
16	25	197
16	25	198
16	25	195
16	25	72
16	25	54
16	25	504
16	9	75
16	36	129
16	3	9
16	12	6
16	8	490
16	12	7
16	8	294
16	8	198
16	8	69
16	12	4
16	2	6
16	2	7
16	2	4
16	3	16
16	3	29
16	36	127
16	36	130
16	12	170
16	2	38
16	12	38
16	12	36
16	2	3
16	12	40
16	2	170
16	77	127
16	77	129
16	12	3
16	53	124
16	4	55
16	4	56
16	4	58
16	2	158
16	2	153
16	3	33
16	75	16
16	12	153
16	75	9
16	9	54
16	53	130
16	53	129
16	12	86
16	12	158
16	3	10
16	77	130
16	36	124
16	4	59
16	75	29
16	2	36
16	140	188
16	140	240
16	2	0
16	4	6
16	12	0
16	2	154
16	2	40
16	3	27
16	133	209
16	2	5
16	2	86
16	12	154
16	2	1
16	133	67
16	9	197
16	4	60
16	12	39
16	9	195
16	12	5
16	4	120
16	12	1
16	2	42
16	12	37
16	77	124
16	2	32
16	53	127
16	2	39
16	4	35
16	2	55
16	75	33
16	9	164
16	9	218
16	12	32
16	3	53
16	12	55
16	75	10
16	3	34
16	3	49
16	12	42
16	3	18
16	9	268
16	75	27
16	9	196
16	12	41
16	2	37
16	2	30
16	2	17
16	3	19
16	12	30
16	12	17
16	36	35
16	133	32
16	75	34
16	23	95
16	8	117
16	75	53
16	75	49
16	3	31
16	4	83
16	2	117
16	2	184
16	2	41
16	75	18
16	12	184
16	36	122
16	20	352
16	20	117
16	20	32
16	20	168
16	126	17
16	126	30
16	9	117
16	2	176
16	77	35
16	3	22
16	67	177
16	12	176
16	126	32
16	67	129
16	4	106
16	53	35
16	12	171
16	3	30
16	53	122
16	4	87
16	3	17
16	9	217
22	9	165
22	9	67
22	8	3
22	8	73
22	8	6
22	8	4
22	8	7
22	8	32
22	8	158
22	8	86
22	8	153
22	8	38
22	8	154
22	9	277
22	20	270
22	20	193
22	20	195
22	20	171
22	20	67
22	20	44
22	20	197
22	20	468
22	8	0
22	8	42
22	8	171
22	8	5
22	8	155
22	8	156
22	8	2
22	8	1
22	9	32
22	8	170
22	8	67
22	8	74
22	8	11
22	8	30
22	8	109
22	8	196
22	8	72
22	70	115
22	8	15
22	8	128
22	8	459
22	8	55
22	8	176
22	20	216
22	8	197
22	8	195
22	25	67
22	8	75
22	9	169
22	8	63
22	2	6
22	2	7
22	2	4
22	8	275
22	8	20
22	8	141
22	25	169
22	25	168
22	25	156
22	25	155
22	25	32
22	25	117
22	25	197
22	25	198
22	25	195
22	25	72
22	25	54
22	25	504
22	8	490
22	12	6
22	8	294
22	8	198
22	8	69
22	12	7
22	12	4
22	23	95
22	83	115
22	2	38
22	2	3
22	3	9
22	12	36
22	2	170
22	3	29
22	3	16
22	12	170
22	12	38
22	2	158
22	2	153
22	12	40
22	2	36
22	12	3
22	2	40
18	9	165
18	9	67
18	8	3
18	8	73
18	8	6
18	8	4
18	8	7
18	8	32
18	8	158
18	8	86
18	8	38
18	8	153
18	9	277
18	8	154
18	20	270
18	20	193
18	20	195
18	20	171
18	20	67
18	20	44
18	20	197
18	20	468
18	8	0
18	8	42
18	8	171
18	8	5
18	8	155
18	8	156
18	8	2
18	8	170
18	9	32
18	8	67
18	8	74
18	8	1
18	8	11
18	70	115
18	8	30
18	8	196
18	8	72
18	8	109
18	8	15
18	8	55
18	8	176
18	25	67
18	8	128
18	8	459
18	8	197
18	20	216
18	8	195
18	9	169
18	8	75
18	2	6
18	2	7
18	2	4
18	8	63
18	8	141
18	8	275
18	25	169
18	25	168
18	25	156
18	25	155
18	25	32
18	25	117
18	25	197
18	25	198
18	25	195
18	25	72
18	25	54
18	25	504
18	8	20
18	83	115
18	12	6
18	12	7
18	12	4
18	8	490
18	8	294
18	8	198
18	8	69
18	2	38
18	2	3
18	3	9
18	12	36
18	2	170
18	3	29
18	3	16
18	12	170
18	53	124
18	2	158
18	9	75
18	12	38
18	2	153
18	23	95
18	2	36
18	12	40
18	9	54
18	12	3
18	53	130
18	2	40
18	53	129
18	133	209
18	2	0
18	2	154
18	36	129
18	3	33
18	12	153
18	133	67
18	4	58
18	4	56
18	4	55
18	3	10
18	12	158
18	12	86
18	2	86
18	2	5
18	2	1
18	3	27
18	36	130
18	9	197
18	12	0
18	36	127
18	9	195
18	3	18
18	4	6
18	12	39
18	4	59
18	12	154
18	2	39
18	62	55
18	62	87
18	62	58
18	62	88
18	140	188
18	140	240
18	75	16
18	2	32
18	75	9
18	2	42
18	75	29
18	2	55
18	53	127
18	12	37
18	4	60
18	36	124
18	12	5
18	3	53
18	12	1
18	9	164
18	3	49
18	2	37
29	9	67
29	9	165
29	8	73
29	8	6
29	8	4
29	8	7
29	8	3
29	8	32
29	8	158
29	8	86
29	20	270
29	20	193
29	20	195
29	20	171
29	20	67
29	20	44
29	20	197
29	20	468
29	8	153
29	8	38
29	8	154
29	8	0
29	8	42
29	8	171
29	8	5
29	9	277
29	8	155
29	8	156
29	8	2
29	8	74
29	8	67
29	8	170
29	8	11
29	8	1
29	9	32
29	8	30
29	8	196
29	8	72
29	8	55
29	8	176
29	8	15
29	8	109
29	70	115
29	20	216
29	8	128
29	8	197
29	9	169
29	8	459
29	8	195
29	25	67
29	8	75
29	8	63
29	8	141
29	8	275
29	8	20
29	25	169
29	25	168
29	25	156
29	25	155
29	25	32
29	25	117
29	25	197
29	25	198
29	25	195
29	25	72
29	25	54
29	25	504
29	12	6
29	9	75
29	12	7
29	12	4
29	8	490
29	8	294
29	8	198
29	8	69
29	2	6
29	2	7
29	2	4
29	83	115
29	12	36
29	12	170
29	12	38
29	36	129
29	2	38
29	3	9
29	2	3
29	3	29
29	12	40
29	12	3
29	2	170
29	36	127
29	3	16
29	36	130
29	2	158
29	4	55
29	4	56
29	4	58
29	53	124
29	2	153
29	9	54
29	12	153
29	12	86
29	12	158
29	2	36
29	53	130
29	4	59
29	53	129
29	12	0
29	2	0
29	2	154
29	4	6
29	2	40
29	2	5
29	3	33
29	12	154
29	2	1
29	2	86
29	133	209
29	3	10
29	77	127
29	77	129
29	12	39
29	9	197
29	4	60
29	133	67
29	12	5
29	9	195
29	36	124
29	4	120
29	12	1
29	75	16
29	75	9
29	2	32
29	12	37
29	3	27
29	77	130
29	2	42
29	75	29
29	2	39
29	140	188
29	2	55
29	140	240
29	4	35
29	53	127
29	9	164
29	12	32
29	12	55
29	9	218
29	12	42
29	9	268
29	12	41
29	9	196
29	3	34
29	3	53
29	3	49
29	2	37
29	77	124
29	2	30
29	2	17
29	75	33
29	8	117
29	3	18
29	75	10
29	12	30
29	12	17
29	75	27
29	2	117
29	9	117
29	2	41
29	12	184
29	133	32
29	2	184
29	3	19
29	4	83
29	67	177
29	126	17
29	126	30
29	23	95
29	2	176
29	12	176
29	36	35
29	67	129
29	20	352
29	20	117
29	20	32
29	20	168
29	4	106
29	126	32
29	12	171
29	3	31
29	8	17
29	53	122
29	53	35
29	4	87
29	75	34
29	67	127
29	9	217
29	36	122
29	75	53
29	75	49
29	2	171
29	53	132
29	53	133
29	3	22
29	12	117
29	75	18
29	45	6
29	3	30
29	45	7
29	45	4
29	3	17
29	4	74
29	12	183
29	36	177
29	77	35
29	70	116
29	2	183
29	2	157
29	79	45
