0	6	8
0	8	9
0	6	5
0	3	3
0	1	2
0	32	42
0	20	25
0	5	4
0	19	26
0	0	1
0	29	28
0	6	6
0	6	7
0	26	18
0	19	18
0	13	15
0	26	26
0	12	0
0	40	0
0	26	39
0	16	0
0	26	40
0	45	0
0	6	10
0	6	14
0	19	37
0	15	100
0	19	88
0	18	20
0	39	0
0	10	12
0	25	35
0	6	49
0	19	163
0	28	26
0	28	18
0	9	59
0	23	63
0	8	1
0	49	77
0	15	92
0	33	76
0	28	37
0	5	56
0	19	104
0	3	61
0	72	146
0	26	37
0	6	50
0	3	167
0	41	8
0	14	70
0	60	44
0	15	17
0	19	39
0	36	51
0	19	108
0	41	5
0	31	100
0	21	84
0	33	115
0	23	30
0	73	148
0	14	69
0	19	151
0	19	40
0	19	80
0	56	0
0	8	21
0	23	31
0	24	0
0	28	39
0	21	27
0	19	57
0	19	78
0	44	15
0	43	0
0	15	140
0	19	166
0	10	178
0	65	117
0	15	142
0	52	0
0	17	0
0	30	0
0	31	92
0	15	110
0	1	43
0	15	16
0	0	33
0	19	181
0	64	45
0	15	93
0	23	137
0	28	40
0	15	141
0	29	29
0	19	106
0	28	108
0	27	38
0	8	135
0	70	2
0	6	62
0	1	24
0	21	34
0	19	102
0	19	74
0	48	26
0	25	175
0	19	128
0	78	0
0	23	47
0	15	64
0	48	108
0	66	122
0	23	48
0	15	98
0	75	0
0	19	205
0	35	165
0	54	96
0	42	58
0	21	123
0	15	138
0	26	80
0	65	116
0	15	139
0	35	48
0	65	268
0	55	133
0	15	194
0	89	206
0	37	60
0	31	110
0	87	0
0	28	88
0	50	20
0	14	91
0	15	218
0	83	184
0	6	211
0	73	242
0	36	109
0	48	18
0	28	102
0	35	160
0	19	182
0	6	112
0	68	0
0	19	22
0	55	134
0	31	93
0	73	103
0	19	217
0	21	118
0	3	71
0	19	23
0	15	72
0	28	166
0	0	9
0	19	169
0	26	128
0	3	198
0	47	73
0	90	221
0	18	298
0	31	138
0	28	163
0	29	105
0	23	160
0	28	106
0	27	177
0	15	216
0	48	37
0	26	102
0	28	181
0	28	128
0	26	36
0	33	196
0	21	154
0	19	79
0	73	1
0	28	151
0	19	101
0	26	106
0	19	10
0	9	185
0	19	199
0	19	156
0	31	261
0	15	269
0	1	274
0	33	45
0	23	67
0	19	89
0	26	163
0	23	65
0	28	205
0	35	63
0	26	101
0	48	39
0	19	90
0	73	9
0	35	197
0	33	83
0	19	158
0	26	166
0	15	130
0	6	171
0	15	68
0	23	121
0	23	208
0	19	233
0	28	57
0	19	190
0	0	148
0	6	170
0	67	267
